Year,Region,Season,Soil Type,Soil pH,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Organic Matter (%),Soil Moisture (%),Avg Rainfall (mm),Solar Radiation Impact (BTU/sqft),Rotation Sequence,Crop_Planted (Action),Growth Duration (days),Water Requirement (mm),Phosphorus Requirement (kg/ha),Potassium Requirement (kg/ha),Nitrogen Requirement (kg/ha),Base Yield (kg/ha),Simulated Yield (kg/ha),Soil Score Before,Soil Score After
2007,Madhya Pradesh,Kharif,Black,6.71,122.51,31.07,85.34,3.7,24.3,1000,27,"['Maize', 'Chickpea', 'Cucumber']",Maize,110,600,35,50,80,6000,5325.7,0.96,0.96
2002,Tripura,Rabi,Alluvial,7.19,80.54,37.6,63.34,4.79,19.96,2000,16,"['Maize', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,2255.75,0.9,0.9
2018,Bihar,Zaid,Alluvial,6.69,117.26,26.76,60.54,2.36,16.47,1100,22,"['Rice', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,13379.96,0.78,0.79
2018,West Bengal,Zaid,Alluvial,6.98,124.6,27.37,71.73,2.25,20.91,1500,20,"['Soybean', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,8209.56,0.85,0.87
2003,Gujarat,Zaid,Chalky,7.07,75.39,21.82,53.25,1.19,15.62,800,30,"['Maize', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,10911.22,0.64,0.66
2008,Jammu & Kashmir,Rabi,Mountain,6.13,69.03,24.38,44.7,3.5,15.15,900,20,"['Rice', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1462.69,0.68,0.68
2010,Chandigarh,Kharif,Alluvial,6.75,89.59,34.31,59.57,3.0,22.39,700,22,"['Soybean', 'Pigeon Pea', 'Okra']",Soybean,100,500,25,35,50,2000,2744.89,0.84,0.84
2018,Madhya Pradesh,Zaid,Black,6.43,109.85,31.42,92.8,4.42,29.98,1000,27,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,3020.96,1.03,1.04
2001,Maharashtra,Kharif,Black,6.51,112.38,39.37,111.19,5.82,26.63,900,26,"['Maize', 'Pigeon Pea', 'Okra']",Maize,110,600,35,50,80,6000,6748.31,1.12,1.12
2020,Sikkim,Rabi,Mountain,6.08,74.34,27.93,41.46,3.38,15.98,2000,17,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1396.36,0.7,0.71
2020,Meghalaya,Rabi,Red,5.79,61.04,20.56,62.37,1.35,16.06,2500,15,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1233.75,0.62,0.62
2009,Jammu & Kashmir,Zaid,Loamy,6.51,88.93,29.08,62.85,5.4,17.91,900,20,"['Soybean', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2445.55,0.86,0.87
2014,Sikkim,Rabi,Alluvial,7.14,102.52,23.83,77.65,3.7,22.29,2000,17,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1430.03,0.88,0.88
2006,Jammu & Kashmir,Zaid,Mountain,6.2,96.45,20.15,42.21,3.18,11.93,900,20,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2015.46,0.66,0.67
2000,Goa,Zaid,Laterite,5.37,113.54,14.75,39.16,1.21,13.77,3000,28,"['Rice', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1475.01,0.58,0.6
2016,Ladakh,Kharif,Mountain,6.65,96.02,18.16,54.21,2.86,17.01,200,12,"['Groundnut', 'Chickpea', 'Tomato']",Groundnut,90,400,20,30,50,1200,600.0,0.72,0.72
2014,Chhattisgarh,Rabi,Laterite,5.86,104.56,13.64,46.05,2.37,9.49,1300,25,"['Soybean', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,818.35,0.6,0.61
2007,Dadra and Nagar Haveli,Kharif,Laterite,5.6,93.53,24.59,32.27,1.01,8.81,1800,25,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,1290.7,0.54,0.54
2005,Arunachal Pradesh,Rabi,Laterite,5.67,93.82,11.87,35.11,2.7,13.68,2500,15,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,593.66,0.59,0.61
2004,Meghalaya,Kharif,Red,5.52,89.88,18.04,52.85,2.39,15.37,2500,15,"['Groundnut', 'Pigeon Pea', 'Okra']",Groundnut,90,400,20,30,50,1200,1082.63,0.65,0.65
2000,Manipur,Zaid,Laterite,5.91,75.85,12.31,55.07,2.37,9.84,1800,17,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,6156.21,0.57,0.58
2002,Tamil Nadu,Rabi,Red,5.91,101.78,20.71,41.91,1.13,10.43,950,27,"['Soybean', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1035.48,0.58,0.59
2013,Bihar,Kharif,Alluvial,6.63,98.68,39.66,51.08,3.98,17.66,1100,22,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,2043.01,0.85,0.85
2018,Tripura,Zaid,Forest,6.6,82.25,33.34,61.6,6.96,21.82,2000,16,"['Rice', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,3619.18,0.95,0.96
2019,Andaman and Nicobar Islands,Kharif,Sandy,6.98,74.0,16.11,35.36,1.39,9.57,3000,30,"['Maize', 'Pigeon Pea', 'Tomato']",Maize,110,600,35,50,80,6000,2760.9,0.54,0.54
2012,Sikkim,Zaid,Mountain,7.03,77.22,19.15,44.99,3.32,14.66,2000,17,"['Rice', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,9572.96,0.68,0.69
2005,Telangana,Rabi,Alluvial,6.74,100.53,37.28,59.87,4.89,16.73,800,28,"['Groundnut', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1864.05,0.88,0.9
2011,Jammu & Kashmir,Rabi,Mountain,6.44,91.9,24.63,35.23,2.47,15.75,900,20,"['Groundnut', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1231.58,0.67,0.68
2004,Uttar Pradesh,Kharif,Alluvial,6.87,106.43,33.84,71.34,3.13,19.14,800,22,"['Maize', 'Pigeon Pea', 'Chili']",Maize,110,600,35,50,80,6000,5800.81,0.86,0.86
2020,Uttarakhand,Rabi,Mountain,6.12,93.58,12.38,33.38,2.16,18.48,1100,18,"['Groundnut', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,618.98,0.62,0.64
2012,Manipur,Zaid,Forest,6.42,108.54,23.16,42.1,7.9,29.83,1800,17,"['Soybean', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,3088.45,1.0,1.01
2011,Chhattisgarh,Rabi,Laterite,5.68,85.55,15.53,39.62,1.85,8.42,1300,25,"['Soybean', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,776.44,0.53,0.54
2014,Bihar,Rabi,Alluvial,7.26,94.58,26.53,61.15,3.18,16.0,1100,22,"['Soybean', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1592.07,0.78,0.79
2006,Dadra and Nagar Haveli,Zaid,Alluvial,7.35,125.55,26.45,62.78,4.48,16.67,1800,25,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,13224.19,0.88,0.9
2001,West Bengal,Kharif,Laterite,5.62,89.48,17.78,39.74,2.25,5.93,1500,20,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1777.78,0.54,0.54
2014,Andhra Pradesh,Rabi,Red,6.4,70.1,25.34,45.61,2.11,16.48,900,20,"['Maize', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1266.81,0.66,0.66
2006,Jharkhand,Zaid,Red,6.13,98.77,17.51,44.69,2.05,15.96,1000,21,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1751.3,0.65,0.66
2002,Goa,Rabi,Sandy,6.62,61.8,16.23,25.64,1.22,5.67,3000,28,"['Soybean', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,811.3,0.45,0.46
2016,Ladakh,Kharif,Mountain,6.91,83.88,14.95,53.14,3.25,10.18,200,12,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,600.0,0.65,0.65
2003,Meghalaya,Zaid,Laterite,5.68,119.25,11.11,50.88,1.87,7.49,2500,15,"['Groundnut', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,1481.93,0.58,0.59
2002,Arunachal Pradesh,Rabi,Laterite,5.47,112.91,13.76,40.84,2.27,5.01,2500,15,"['Soybean', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,687.96,0.55,0.56
2000,Punjab,Zaid,Alluvial,7.03,114.02,27.76,69.81,4.81,16.88,600,23,"['Rice', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7200.0,0.89,0.9
2006,Lakshadweep,Zaid,Coral,7.16,36.53,6.36,7.72,0.99,1.59,1500,32,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,2572.98,0.31,0.32
2006,Uttarakhand,Zaid,Mountain,7.16,75.51,13.19,56.66,3.98,15.69,1100,18,"['Rice', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,1758.87,0.71,0.72
2003,West Bengal,Zaid,Alluvial,6.81,115.05,20.88,54.73,2.21,15.1,1500,20,"['Maize', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,10441.56,0.72,0.74
2017,Manipur,Rabi,Forest,6.33,93.32,21.09,43.38,6.02,21.43,1800,17,"['Maize', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1054.58,0.84,0.84
2004,Puducherry,Kharif,Alluvial,6.71,122.13,39.1,71.48,4.2,24.34,1200,26,"['Rice', 'Pigeon Pea', 'Chili']",Rice,140,1500,40,60,100,4000,3200.0,0.98,0.98
2012,Goa,Zaid,Sandy,6.76,86.48,17.68,41.09,1.11,5.85,3000,28,"['Rice', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,2357.57,0.53,0.54
2009,Gujarat,Zaid,Sandy,5.76,78.2,10.82,30.67,1.43,7.61,800,30,"['Soybean', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,5411.91,0.47,0.48
2001,Nagaland,Kharif,Laterite,5.16,105.53,17.28,58.5,2.43,6.03,1800,16,"['Soybean', 'Pigeon Pea', 'Tomato']",Soybean,100,500,25,35,50,2000,1382.73,0.59,0.59
2014,Jharkhand,Rabi,Laterite,5.58,78.64,19.06,45.89,2.96,12.48,1000,21,"['Maize', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,952.85,0.62,0.62
2002,Lakshadweep,Rabi,Coral,7.74,23.1,5.08,8.45,0.55,0.58,1500,32,"['Groundnut', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,304.56,0.28,0.28
2011,Sikkim,Rabi,Alluvial,6.64,86.22,30.07,58.15,3.82,20.14,2000,17,"['Soybean', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1804.24,0.82,0.83
2006,Maharashtra,Zaid,Red,6.37,63.11,16.31,52.96,1.64,17.07,900,26,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,4894.39,0.61,0.62
2002,Daman and Diu,Rabi,Alluvial,6.59,129.09,21.85,57.78,2.26,17.74,800,27,"['Rice', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1092.26,0.77,0.77
2003,Mizoram,Zaid,Laterite,5.58,80.91,23.07,57.06,1.68,8.55,2200,14,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,11535.89,0.59,0.6
2001,Arunachal Pradesh,Kharif,Laterite,5.95,73.16,18.9,58.58,1.52,14.09,2500,15,"['Maize', 'Chickpea', 'Cucumber']",Maize,110,600,35,50,80,6000,3240.03,0.61,0.61
2004,Mizoram,Kharif,Laterite,5.72,107.71,13.58,52.13,2.59,7.47,2200,14,"['Rice', 'Chickpea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1358.16,0.6,0.6
2016,Andhra Pradesh,Kharif,Red,5.84,65.24,22.84,57.18,1.56,19.91,900,20,"['Rice', 'Chickpea', 'Tomato']",Rice,140,1500,40,60,100,4000,2284.49,0.66,0.66
2015,Haryana,Zaid,Alluvial,6.96,101.79,30.73,58.39,2.49,19.82,700,24,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2799.28,0.81,0.82
2015,Assam,Zaid,Alluvial,7.1,102.02,34.05,54.06,3.79,22.99,2200,18,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2805.64,0.88,0.9
2012,Mizoram,Zaid,Laterite,5.9,90.72,17.53,45.66,1.39,11.89,2200,14,"['Rice', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1753.19,0.58,0.59
2020,Bihar,Rabi,Alluvial,6.86,128.55,31.04,58.05,2.4,24.2,1100,22,"['Maize', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1552.2,0.87,0.87
2017,Madhya Pradesh,Rabi,Red,6.4,102.9,24.07,45.06,1.84,19.28,1000,27,"['Maize', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1203.3,0.71,0.71
2011,Uttar Pradesh,Rabi,Alluvial,7.26,93.43,23.09,66.01,4.25,17.96,800,22,"['Groundnut', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1385.45,0.83,0.84
2008,Arunachal Pradesh,Rabi,Forest,6.81,99.13,38.96,56.98,6.71,26.84,2500,15,"['Soybean', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,2337.89,1.03,1.04
2016,Bihar,Kharif,Alluvial,6.8,84.48,29.85,77.03,4.63,15.47,1100,22,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,1791.2,0.85,0.85
2011,Jammu & Kashmir,Rabi,Mountain,6.16,61.86,29.94,52.35,3.68,12.13,900,20,"['Maize', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1796.61,0.69,0.69
2016,Maharashtra,Kharif,Black,6.39,138.27,42.62,110.28,3.68,26.62,900,26,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,2557.27,1.1,1.1
2002,Karnataka,Rabi,Laterite,5.6,85.99,15.13,56.99,2.48,14.72,900,23,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,907.79,0.64,0.64
2002,Arunachal Pradesh,Rabi,Laterite,5.11,117.38,20.26,58.71,2.73,8.4,2500,15,"['Groundnut', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1215.47,0.65,0.67
2008,Madhya Pradesh,Rabi,Black,6.72,101.33,34.38,84.3,5.36,21.12,1000,27,"['Maize', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,2062.6,0.97,0.97
2008,Manipur,Rabi,Laterite,5.5,76.26,21.34,51.36,1.43,11.06,1800,17,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1280.14,0.57,0.57
2019,Jharkhand,Kharif,Red,6.36,70.09,26.28,61.28,1.58,10.62,1000,21,"['Groundnut', 'Chickpea', 'Tomato']",Groundnut,90,400,20,30,50,1200,1576.84,0.63,0.63
2007,Arunachal Pradesh,Kharif,Laterite,5.57,79.79,17.74,57.31,1.09,12.66,2500,15,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,1064.46,0.58,0.58
2016,Jammu & Kashmir,Kharif,Alluvial,7.17,117.2,39.32,56.88,2.43,24.13,900,20,"['Rice', 'Pigeon Pea', 'Tomato']",Rice,140,1500,40,60,100,4000,2400.0,0.9,0.9
2020,Meghalaya,Rabi,Red,5.84,95.49,16.13,49.54,1.23,19.5,2500,15,"['Rice', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,806.35,0.65,0.65
2007,Gujarat,Kharif,Alluvial,6.97,111.98,28.31,67.84,3.26,16.53,800,30,"['Maize', 'Pigeon Pea', 'Cucumber']",Maize,110,600,35,50,80,6000,4853.92,0.83,0.83
2018,Dadra and Nagar Haveli,Zaid,Alluvial,7.17,94.78,33.85,51.03,2.61,17.19,1800,25,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2606.5,0.78,0.79
2013,Daman and Diu,Kharif,Sandy,5.81,70.29,12.41,43.88,1.08,10.25,800,27,"['Soybean', 'Pigeon Pea', 'Cucumber']",Soybean,100,500,25,35,50,2000,992.98,0.5,0.5
2015,Bihar,Zaid,Alluvial,6.57,94.49,27.39,66.93,4.83,24.48,1100,22,"['Soybean', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7795.08,0.91,0.92
2005,Jammu & Kashmir,Rabi,Loamy,6.02,81.69,41.2,45.89,5.84,23.64,900,20,"['Rice', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,2064.83,0.92,0.92
2002,Kerala,Rabi,Laterite,5.77,101.79,17.43,48.08,2.36,13.84,3000,19,"['Maize', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1045.83,0.65,0.65
2003,Ladakh,Zaid,Mountain,7.05,86.08,19.17,57.99,3.66,14.99,200,12,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,5714.29,0.74,0.75
2019,Rajasthan,Kharif,Sandy,6.54,73.52,13.31,33.86,1.08,8.57,400,35,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1066.67,0.49,0.49
2014,Assam,Rabi,Alluvial,7.03,125.39,22.67,76.75,3.18,20.59,2200,18,"['Soybean', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1360.07,0.87,0.89
2016,Jammu & Kashmir,Kharif,Mountain,6.47,71.39,23.37,39.31,2.1,18.32,900,20,"['Maize', 'Chickpea', 'Okra']",Maize,110,600,35,50,80,6000,4005.82,0.65,0.65
2000,Tripura,Zaid,Alluvial,7.38,125.27,30.42,79.32,4.95,20.99,2000,16,"['Groundnut', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,4055.64,0.98,1.0
2007,Jharkhand,Kharif,Laterite,5.92,78.69,17.39,50.64,2.3,11.01,1000,21,"['Soybean', 'Chickpea', 'Tomato']",Soybean,100,500,25,35,50,2000,1391.46,0.6,0.6
2014,Dadra and Nagar Haveli,Rabi,Laterite,5.97,75.8,23.39,49.19,1.49,8.87,1800,25,"['Groundnut', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1403.58,0.57,0.58
2010,Dadra and Nagar Haveli,Kharif,Laterite,5.3,82.99,12.85,43.76,2.23,7.49,1800,25,"['Rice', 'Chickpea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1285.36,0.52,0.52
2007,Arunachal Pradesh,Kharif,Forest,6.55,105.4,25.63,65.74,6.97,25.26,2500,15,"['Soybean', 'Pigeon Pea', 'Cucumber']",Soybean,100,500,25,35,50,2000,2050.77,0.99,0.99
2012,Daman and Diu,Zaid,Sandy,5.57,82.29,14.56,45.4,1.99,5.72,800,27,"['Soybean', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,7281.5,0.52,0.53
2013,Haryana,Kharif,Alluvial,7.41,82.86,31.78,67.51,2.11,17.25,700,24,"['Soybean', 'Pigeon Pea', 'Okra']",Soybean,100,500,25,35,50,2000,2542.66,0.78,0.78
2015,Nagaland,Zaid,Laterite,5.23,116.58,20.04,57.36,2.94,9.97,1800,16,"['Maize', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2004.22,0.67,0.69
2008,Himachal Pradesh,Rabi,Laterite,5.03,96.58,12.16,54.75,2.47,10.3,1200,16,"['Maize', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,607.86,0.59,0.59
2014,Goa,Rabi,Laterite,5.8,103.26,15.58,54.18,2.07,6.05,3000,28,"['Maize', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,778.91,0.58,0.58
2013,Chhattisgarh,Kharif,Laterite,5.28,73.0,15.87,44.63,1.29,13.68,1300,25,"['Soybean', 'Chickpea', 'Okra']",Soybean,100,500,25,35,50,2000,1269.62,0.54,0.54
2016,Dadra and Nagar Haveli,Kharif,Laterite,5.31,81.75,23.18,45.94,2.21,5.9,1800,25,"['Maize', 'Chickpea', 'Cucumber']",Maize,110,600,35,50,80,6000,3972.97,0.55,0.55
2018,Chhattisgarh,Zaid,Red,6.28,77.27,27.5,50.99,2.51,14.39,1300,25,"['Maize', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,12142.77,0.68,0.69
2020,Arunachal Pradesh,Rabi,Forest,6.42,79.59,37.25,64.87,9.09,26.52,2500,15,"['Soybean', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1751.06,1.08,1.09
2011,Chandigarh,Rabi,Alluvial,7.34,89.28,36.48,55.41,3.16,17.38,700,22,"['Maize', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1785.61,0.82,0.82
2009,Uttarakhand,Zaid,Alluvial,7.34,118.45,25.63,50.43,2.35,23.77,1100,18,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2563.27,0.83,0.84
2014,Uttar Pradesh,Rabi,Alluvial,6.66,99.15,23.04,55.39,4.01,19.08,800,22,"['Rice', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1151.89,0.8,0.8
2006,Ladakh,Zaid,Mountain,6.57,81.03,14.67,54.24,2.77,18.34,200,12,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,5714.29,0.69,0.7
2019,Odisha,Kharif,Alluvial,7.07,96.67,28.8,68.46,2.21,24.48,1500,25,"['Soybean', 'Chickpea', 'Cucumber']",Soybean,100,500,25,35,50,2000,2304.21,0.84,0.84
2017,Uttarakhand,Rabi,Mountain,6.9,94.63,20.45,57.82,2.13,11.13,1100,18,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1022.26,0.66,0.68
2018,Kerala,Zaid,Laterite,6.0,93.21,14.92,42.14,2.65,10.93,3000,19,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1492.12,0.6,0.61
2009,Uttarakhand,Zaid,Alluvial,6.97,87.1,37.12,53.28,3.96,21.07,1100,18,"['Soybean', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,3832.38,0.86,0.87
2004,Daman and Diu,Kharif,Alluvial,6.64,100.2,36.13,72.85,4.22,22.5,800,27,"['Groundnut', 'Chickpea', 'Chili']",Groundnut,90,400,20,30,50,1200,2167.67,0.93,0.93
2020,Gujarat,Rabi,Alluvial,7.41,101.03,36.69,73.13,4.44,20.18,800,30,"['Rice', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1834.6,0.94,0.94
2004,Tripura,Kharif,Alluvial,7.02,125.65,28.74,59.1,2.81,15.24,2000,16,"['Maize', 'Chickpea', 'Okra']",Maize,110,600,35,50,80,6000,4926.85,0.81,0.81
2008,Jammu & Kashmir,Rabi,Mountain,6.67,92.61,27.95,48.63,2.96,19.9,900,20,"['Maize', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1676.97,0.77,0.77
2016,Andaman and Nicobar Islands,Kharif,Sandy,6.04,83.33,13.24,27.57,1.28,14.49,3000,30,"['Soybean', 'Chickpea', 'Okra']",Soybean,100,500,25,35,50,2000,1058.84,0.54,0.54
2015,Delhi,Zaid,Alluvial,6.92,124.45,35.05,58.33,3.1,21.16,700,24,"['Groundnut', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,4673.7,0.88,0.9
2015,Chandigarh,Zaid,Alluvial,7.26,99.11,37.97,57.32,2.86,16.22,700,22,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,8176.65,0.82,0.83
2013,Andaman and Nicobar Islands,Kharif,Sandy,6.21,63.12,14.39,46.6,1.73,11.68,3000,30,"['Groundnut', 'Chickpea', 'Okra']",Groundnut,90,400,20,30,50,1200,863.4,0.55,0.55
2001,Karnataka,Kharif,Alluvial,7.48,97.44,35.16,51.01,3.65,24.7,900,23,"['Soybean', 'Pigeon Pea', 'Cucumber']",Soybean,100,500,25,35,50,2000,2813.02,0.89,0.89
2019,Jharkhand,Kharif,Laterite,5.11,92.07,10.94,56.2,2.14,8.85,1000,21,"['Soybean', 'Pigeon Pea', 'Cucumber']",Soybean,100,500,25,35,50,2000,875.57,0.56,0.56
2017,Chhattisgarh,Rabi,Red,5.73,60.21,29.11,64.88,1.15,15.99,1300,25,"['Soybean', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1324.53,0.65,0.66
2009,Chandigarh,Zaid,Alluvial,6.95,123.71,22.29,68.04,3.2,16.91,700,22,"['Maize', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,2971.54,0.82,0.84
2004,Madhya Pradesh,Kharif,Black,6.51,119.42,49.79,85.36,5.28,29.36,1000,27,"['Groundnut', 'Chickpea', 'Tomato']",Groundnut,90,400,20,30,50,1200,2866.16,1.13,1.13
2003,Chhattisgarh,Zaid,Laterite,5.34,76.32,15.17,50.19,1.54,5.07,1300,25,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1517.41,0.49,0.51
2003,Kerala,Zaid,Laterite,5.1,73.09,17.05,37.99,2.9,8.6,3000,19,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1704.63,0.54,0.55
2009,Tamil Nadu,Zaid,Laterite,5.05,101.13,13.46,57.61,2.15,14.2,950,27,"['Groundnut', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,6731.09,0.63,0.64
2018,Goa,Zaid,Laterite,5.12,71.14,14.08,55.86,1.07,9.36,3000,28,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,4225.13,0.51,0.52
2011,Delhi,Rabi,Alluvial,7.45,91.2,35.38,64.58,4.28,17.11,700,24,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,2100.0,0.87,0.87
2007,Andhra Pradesh,Kharif,Red,5.92,81.09,21.4,67.56,2.15,17.06,900,20,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,1283.82,0.7,0.7
2013,Assam,Kharif,Alluvial,7.45,110.39,30.03,68.72,2.62,22.94,2200,18,"['Soybean', 'Pigeon Pea', 'Okra']",Soybean,100,500,25,35,50,2000,2402.15,0.88,0.88
2006,Tamil Nadu,Zaid,Red,6.43,76.07,21.09,64.25,2.19,15.48,950,27,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2091.97,0.68,0.69
